from_act,from_num,from_heading,to_act,to_num,to_heading,relation,score
crpc,268,Power of State Government to exclude certain persons from operation of section 267,bnss,303,Power of State Government or Central Government to exclude certain persons from operation of section 302,near-identical,0.9383
crpc,269,Officer in charge of prison to abstain from carrying out certaincontingencies,bnss,304,Officer in charge of prison to abstain from carrying out order in certain contingencies,near-identical,0.8804
crpc,270,Prisoner to be brought to Court in custody,bnss,305,Prisoner to be brought to Court in custody,near-identical,1
crpc,271,Power to issue commission for examination of witness in prison,bnss,306,Power to issue commission for examination of witness in prison,near-identical,0.95
crpc,272,Language of Courts,bnss,307,Language of Courts,near-identical,1
crpc,273,Evidence to be taken in presence of accused,bnss,308,Evidence to be taken in presence of accused,near-identical,0.95
crpc,274,Record in summons-cases and inquiries,bnss,309,Record in summons-cases and inquiries,near-identical,1
crpc,275,Record in warrant-cases,bnss,310,Record in warrant-cases,near-identical,0.9555
crpc,276,Record in trial before Court of Session,bnss,311,Record in trial before Court of Session,near-identical,1
crpc,277,Language of record of evidence,bnss,312,Language of record of evidence,near-identical,1
crpc,278,Procedure in regard to such evidence when completed,bnss,313,Procedure in regard to such evidence when completed,near-identical,0.9551
crpc,279,Interpretation of evidence to accused or his pleader,bnss,314,Interpretation of evidence to accused or his advocate,close,0.8457
crpc,280,Remarks respecting demeanour of witness,bnss,315,Remarks respecting demeanour of witness,near-identical,1
crpc,281,Record of examination of accused,bnss,316,Record of examination of accused,near-identical,0.95
crpc,282,Interpreter to be bound to interpret truthfully,bnss,317,Interpreter to be bound to interpret truthfully,near-identical,1
crpc,283,Record in High Court,bnss,318,Record in High Court,near-identical,0.9591
crpc,284,When attendance of witness may be dispensed with and commissionissued,bnss,319,When attendance of witness may be dispensed with and commission issued,near-identical,0.8959
crpc,285,Commission to whom to be issued,bnss,320,Commission to whom to be issued,near-identical,0.9891
crpc,286,Execution of commissions,bnss,321,Execution of commissions,near-identical,0.9396
crpc,287,Parties may examine witnesses,bnss,322,Parties may examine witnesses,near-identical,0.9815
crpc,288,Return of commission,bnss,323,Return of commission,near-identical,0.9551
crpc,289,Adjournment of proceeding,bnss,324,Adjournment of proceeding,near-identical,1
crpc,290,Execution of foreign commissions,bnss,325,Execution of foreign commissions,near-identical,1
crpc,291,Deposition of medical witness,bnss,326,Deposition of medical witness,near-identical,1
crpc,292,Evidence of officers of the Mint,bnss,328,Evidence of officers of Mint,near-identical,0.8597
crpc,293,Reports of certain Government scientific experts,bnss,329,Reports of certain Government scientific experts,near-identical,0.9812
crpc,294,No formal proof of certain documents,bnss,330,No formal proof of certain documents,near-identical,0.95
crpc,295,Affidavit in proof of conduct of public servants,bnss,331,Affidavit in proof of conduct of public servants,near-identical,1
crpc,296,Evidence of formal character on affidavit,bnss,332,Evidence of formal character on affidavit,near-identical,0.9755
crpc,297,Authorities before whom affidavits may be sworn,bnss,333,Authorities before whom affidavits may be sworn,near-identical,1
crpc,298,Previous conviction or acquittal how proved,bnss,334,Previous conviction or acquittal how proved,near-identical,1
crpc,299,Record of evidence in absence of accused,bnss,335,Record of evidence in absence of accused,near-identical,0.95
crpc,300,Person once convicted or acquitted not to be tried for same offence,bnss,337,Person once convicted or acquitted not to be tried for same offence,near-identical,0.9962
crpc,301,Appearance by Public Prosecutors,bnss,338,Appearance by Public Prosecutors,near-identical,0.9595
crpc,302,Permission to conduct prosecution,bnss,339,Permission to conduct prosecution,near-identical,0.9884
crpc,303,Right of person against whom proceedings are instituted to bedefended,bnss,340,Right of person against whom proceedings are instituted to be defended,near-identical,0.8679
crpc,304,Legal aid to accused at State expense in certain cases,bnss,341,Legal aid to accused at State expense in certain cases,near-identical,0.95
crpc,305,Procedure when corporation or registered society is an accused,bnss,342,Procedure when corporation or registered society is an accused,near-identical,0.9816
crpc,306,Tender of pardon to accomplice,bnss,343,Tender of pardon to accomplice,near-identical,0.953
crpc,307,Power to direct tender of pardon,bnss,344,Power to direct tender of pardon,near-identical,1
crpc,308,Trial of person not complying with conditions of pardon,bnss,345,Trial of person not complying with conditions of pardon,near-identical,1
crpc,309,Power to postpone or adjourn proceedings,bnss,346,Power to postpone or adjourn proceedings,near-identical,0.95
crpc,310,Local inspection,bnss,347,Local inspection,near-identical,0.9886
crpc,311,"Power to summon material witness, or examine person present",bnss,348,"Power to summon material witness, or examine person present",near-identical,0.95
crpc,312,Expenses of complaints and witnesses,bnss,350,Expenses of complainants and witnesses,near-identical,0.897
crpc,313,Power to examine the accused,bnss,351,Power to examine accused,near-identical,0.9304
crpc,314,Oral arguments and memorandum of arguments,bnss,352,Oral arguments and memorandum of arguments,near-identical,0.9721
crpc,315,Accused person to be competent witness,bnss,353,Accused person to be competent witness,near-identical,1
crpc,316,No influence to be used to induce disclosure,bnss,354,No influence to be used to induce disclosure,near-identical,1
crpc,317,Provision for inquiries and trial being held in the absence ofaccused in certain cases,bnss,355,Provision for inquiries and trial being held in absence of accused in certain cases,near-identical,0.8538
crpc,318,Procedure where accused does not understand proceedings,bnss,357,Procedure where accused does not understand proceedings,near-identical,0.95
crpc,319,Power to proceed against other persons appearing to be guilty ofoffence,bnss,358,Power to proceed against other persons appearing to be guilty of offence,near-identical,0.8794
crpc,320,Compounding of offences,bnss,359,Compounding of offences,close,0.8496
crpc,321,Withdrawal from prosecution,bnss,360,Withdrawal from prosecution,near-identical,0.8957
crpc,322,Procedure in cases which Magistrate cannot dispose of,bnss,361,Procedure in cases which Magistrate cannot dispose of,near-identical,0.9718
crpc,323,"Procedure when, after Commencement of inquiry or trial, Magistratefinds case should be committed",bnss,362,"Procedure when after commencement of inquiry or trial, Magistrate finds case should be committed",close,0.7857
crpc,324,"Trial of persons previously convicted of offences against coinage,stamp-law or property",bnss,363,"Trial of persons previously convicted of offences against coinage, stamp-law or property",near-identical,0.95
crpc,325,Procedure when Magistrate cannot pass sentence sufficiently severe,bnss,364,Procedure when Magistrate cannot pass sentence sufficiently severe,near-identical,0.9835
crpc,326,Conviction or commitment on evidence partly recorded by oneMagistrate and partly by another,bnss,365,Conviction or commitment on evidence partly recorded by one Magistrate and partly by another,near-identical,0.9362
crpc,327,Court to be open,bnss,366,Court to be open,near-identical,0.95
crpc,328,Procedure in case of accused being lunatic,bnss,367,Procedure in case of accused being person of unsound mind,close,0.7779
crpc,329,Procedure in case of person of unsound mind tried before Court,bnss,368,Procedure in case of person of unsound mind tried before Court,near-identical,0.95
crpc,330,Release of lunatic pending investingaion or trial,bnss,369,Release of person of unsound mind pending investigation or trial,weak,0.5396
crpc,331,Resumption of inquiry or trial,bnss,370,Resumption of inquiry or trial,near-identical,0.9502
crpc,332,Procedure on accused appearing before Magistrate or Court,bnss,371,Procedure on accused appearing before Magistrate or Court,near-identical,0.9847
crpc,333,When accused appears to have been of sound mind,bnss,372,When accused appears to have been of sound mind,near-identical,1
crpc,334,Judgement of acquittal on ground of unsoundness of mind,bnss,373,Judgment of acquittal on ground of unsoundness of mind,near-identical,0.9536
crpc,335,Person acquitted on such ground to be detained in safe custody,bnss,374,Person acquitted on ground of unsoundness of mind to be detained in safe custody,near-identical,0.855
crpc,336,Power of State Government to empower officer in charge to discharge,bnss,375,Power of State Government to empower officer in charge to discharge,near-identical,1
crpc,337,Procedure where lunatic prisoner is reported capable of making hisdefence,bnss,376,Procedure where prisoner of unsound mind is reported capable of making his defence,close,0.6677
crpc,338,Procedure where lunatic detained is declared fit to be released,bnss,377,Procedure where person of unsound mind detained is declared fit to be released,close,0.7678
crpc,339,Delivery of lunatic to care of relative or friend,bnss,378,Delivery of person of unsound mind to care of relative or friend,near-identical,0.864
crpc,340,Procedure in cases mentioned in section 195,bnss,379,Procedure in cases mentioned in section 215,near-identical,0.9922
crpc,341,Appeal,bnss,380,Appeal,near-identical,1
